text,category,priority,sentiment
crowd disturbance create ho raha hai near school please fix asap,public,Normal,Neutral
"please help, pani nahi aa raha main road pe",water,Normal,Neutral
kooda overflow ho raha hai ghar ke paas,sanitation,Normal,Neutral
"please help, garbage kachra jama h society me jaldi solve kare",sanitation,Normal,Neutral
urgent: pani nahi aa raha ghar ke paas,water,High,Negative
urgent: tap tap se pani nahi aa raha near school,water,High,Negative
"serious issue, dp transformer kharab hai market me please fix asap",electricity,High,Negative
"please help, construction kaam adhura hai area me",roads,Normal,Negative
"serious issue, electricity nahi aa rahi near school please fix asap",electricity,Normal,Negative
urgent: street bade potholes h near school please fix asap,roads,High,Negative
complaint: bijli power failure ho gaya hai near hospital jaldi solve kare,electricity,Normal,Negative
drain area ganda hai colony me please fix asap,sanitation,Normal,Neutral
"please help, road road damage hai ghar ke paas",roads,Normal,Neutral
traffic traffic jam ho raha h market me immediate action needed,public,Normal,Negative
kooda drain block ho gaya hai colony me please fix asap,sanitation,Normal,Negative
"bahut problem hai, garbage bahut badbu aa rahi hai market me immediate action needed",sanitation,Normal,Neutral
construction kaam adhura hai near school please fix asap,roads,Normal,Neutral
"please help, parking traffic jam ho raha hai colony me",public,Normal,Negative
complaint: water pressure bahut kam h near hospital please fix asap,water,Normal,Negative
road bade potholes hai society me,roads,Normal,Neutral
complaint: crowd log bahut shor kar rahe hai market me jaldi solve kare,public,Normal,Neutral
urgent: light power failure ho gaya hai near school bahut dikkat ho rahi hai,electricity,High,Negative
"serious issue, construction toot gayi hai society me please fix asap",roads,Normal,Negative
"bahut problem hai, transformer faat gaya colony me immediate action needed",electricity,Normal,Neutral
complaint: electricity current nahi aa raha area me jaldi solve kare,electricity,Normal,Neutral
water ganda pani aa raha hai ghar ke paas please fix asap,water,Normal,Negative
urgent: voltage meter ka issue hai colony me please fix asap,electricity,High,Negative
"bahut problem hai, kooda nahi uthaya gaya ghar ke paas immediate action needed",sanitation,Normal,Negative
"please help, road bahut kharab condition me hai society me please fix asap",roads,Normal,Neutral
complaint: waste kachra jama hai colony me please fix asap,sanitation,Normal,Negative
transformer bar bar cut ho rahi h ghar ke paas bahut dikkat ho rahi h,electricity,Normal,Negative
road bahut kharab condition me hai area me,roads,High,Negative
"serious issue, pipeline tap se pani nahi aa raha colony me jaldi solve kare",water,Normal,Negative
"bahut problem hai, street bahut kharab condition me hai near school bahut dikkat ho rahi hai",roads,High,Negative
urgent: garbage drain block ho gaya hai market me please fix asap,sanitation,High,Negative
urgent: light fluctuation ho raha h society me bahut dikkat ho rahi h,electricity,High,Negative
"please help, noise bahut zyada hai near hospital jaldi solve kare",public,High,Negative
safai overflow ho raha h near hospital immediate action needed,sanitation,Normal,Negative
complaint: safai kachra jama hai main road pe immediate action needed,sanitation,Normal,Negative
"please help, pipeline water issue hai main road pe bahut dikkat ho rahi hai",water,High,Negative
"please help, awaz log bahut shor kar rahe hai main road pe bahut dikkat ho rahi hai",public,Normal,Negative
"please help, waste kachra jama h market me",sanitation,High,Negative
"bahut prblm h, light power failure ho gaya h ghar ke paas",electricity,Normal,Neutral
"please help, transformer meter ka issue hai market me jaldi solve kare",electricity,Normal,Negative
complaint: supply supply band hai near hospital immediate action needed,water,Normal,Negative
"serious issue, jal pressure bahut kam hai area me immediate action needed",water,Normal,Negative
urgent: parking control nahi ho raha ghar ke paas jaldi solve kare,public,High,Negative
"please help, street kaam adhura hai near hospital jaldi solve kare",roads,Normal,Neutral
"please help, tap supply band hai market me",water,Normal,Negative
"please help, nala cleaning nahi hui ghar ke paas bahut dikkat ho rahi hai",sanitation,Normal,Negative
urgent: traffic illegal parking ho rahi h near hospital jaldi solve kare,public,High,Negative
"serious issue, noise log bahut shor kar rahe hai market me jaldi solve kare",public,Normal,Negative
complaint: jal ganda pani aa raha h near school immediate action needed,water,Normal,Negative
complaint: traffic traffic jam ho raha h ghar ke paas,public,Normal,Neutral
"please help, waste cleaning nahi hui near hospital jaldi solve kare",sanitation,Normal,Negative
"serious issue, noise bahut zyada hai ghar ke paas bahut dikkat ho rahi hai",public,High,Negative
jal pipeline leak ho rahi hai ghar ke paas bahut dikkat ho rahi hai,water,Normal,Negative
urgent: safai area ganda hai market me bahut dikkat ho rahi hai,sanitation,High,Negative
complaint: road bahut kharab condition me hai ghar ke paas immediate action needed,roads,Normal,Neutral
complaint: sadak accident ka danger hai colony me bahut dikkat ho rahi hai,roads,High,Negative
waste area ganda hai area me jaldi solve kare,sanitation,Normal,Negative
urgent: meter faat gaya near school,electricity,High,Negative
"bahut problem hai, voltage current nahi aa raha ghar ke paas immediate action needed",electricity,High,Negative
"bahut problem hai, sadak bahut kharab condition me hai society me bahut dikkat ho rahi hai",roads,Normal,Neutral
urgent: noise illegal parking ho rahi hai market me,public,High,Negative
"bahut problem hai, voltage meter ka issue hai market me bahut dikkat ho rahi hai",electricity,Normal,Negative
voltage nahi aa rahi area me jaldi solve kare,electricity,Normal,Neutral
garbage kachra jama hai ghar ke paas bahut dikkat ho rahi hai,sanitation,Normal,Negative
urgent: pani pressure bahut kam hai society me bahut dikkat ho rahi hai,water,High,Negative
"serious issue, voltage meter ka issue hai near school bahut dikkat ho rahi hai",electricity,High,Negative
"serious issue, bijli meter ka issue hai near school",electricity,Normal,Negative
"serious issue, awaz illegal parking ho rahi hai near school immediate action needed",public,Normal,Negative
"bahut problem hai, crowd control nahi ho raha colony me immediate action needed",public,Normal,Negative
voltage fluctuation ho raha hai near hospital immediate action needed,electricity,Normal,Neutral
"serious issue, light meter ka issue hai near school",electricity,Normal,Negative
"serious issue, parking bahut zyada hai area me please fix asap",public,Normal,Negative
urgent: drain area ganda hai ghar ke paas bahut dikkat ho rahi hai,sanitation,High,Negative
"please help, water supply band hai market me jaldi solve kare",water,Normal,Neutral
urgent: voltage bar bar cut ho rahi hai society me jaldi solve kare,electricity,High,Negative
supply pipeline leak ho rahi hai area me please fix asap,water,Normal,Negative
pani ganda pani aa raha hai area me jaldi solve kare,water,High,Negative
complaint: pothole toot gayi hai ghar ke paas please fix asap,roads,Normal,Negative
complaint: jal ganda pani aa raha h near school jaldi solve kare,water,Normal,Negative
"please help, bijli meter ka issue hai main road pe immediate action needed",electricity,Normal,Negative
"please help, bijli meter ka issue hai near school please fix asap",electricity,Normal,Neutral
complaint: construction construction incomplete hai ghar ke paas please fix asap,roads,High,Negative
"bahut problem hai, sadak accident ka danger hai market me bahut dikkat ho rahi hai",roads,High,Negative
bijli power failure ho gaya hai colony me please fix asap,electricity,Normal,Neutral
complaint: construction bahut kharab condition me h ghar ke paas please fix asap,roads,Normal,Neutral
urgent: pani nahi aa raha society me please fix asap,water,High,Negative
"serious issue, traffic log bahut shor kar rahe hai main road pe please fix asap",public,Normal,Negative
"serious issue, water nahi aa raha near hospital immediate action needed",water,Normal,Negative
"serious issue, crowd control nahi ho raha ghar ke paas immediate action needed",public,High,Negative
"serious issue, drain overflow ho raha hai market me immediate action needed",sanitation,High,Negative
"please help, parking log bahut shor kar rahe hai area me please fix asap",public,High,Negative
jal pipeline leak ho rahi hai market me jaldi solve kare,water,Normal,Negative
"bahut problem hai, pani pressure bahut kam hai area me immediate action needed",water,Normal,Neutral
"please help, garbage overflow ho raha hai near school immediate action needed",sanitation,Normal,Neutral
"bahut problem hai, supply water issue hai market me",water,Normal,Neutral
safai drain block ho gaya hai near school,sanitation,Normal,Negative
urgent: tap nahi aa raha main road pe bahut dikkat ho rahi hai,water,High,Negative
light faat gaya near school,electricity,Normal,Neutral
urgent: parking log bahut shor kar rahe hai main road pe,public,High,Negative
"please help, meter current nahi aa raha society me bahut dikkat ho rahi hai",electricity,Normal,Neutral
"serious issue, noise illegal parking ho rahi hai society me please fix asap",public,Normal,Negative
"please help, nala bahut badbu aa rahi hai colony me immediate action needed",sanitation,Normal,Neutral
"please help, garbage area ganda hai colony me jaldi solve kare",sanitation,Normal,Neutral
tap water issue hai area me bahut dikkat ho rahi hai,water,Normal,Neutral
complaint: power transformer kharab hai main road pe please fix asap,electricity,Normal,Negative
"bahut problem hai, pipeline pressure bahut kam hai near hospital",water,Normal,Neutral
"bahut problem hai, waste bahut badbu aa rahi hai ghar ke paas",sanitation,Normal,Neutral
urgent: bijli bar bar cut ho rahi hai colony me immediate action needed,electricity,High,Negative
road road damage hai market me bahut dikkat ho rahi hai,roads,Normal,Negative
complaint: parking bahut zyada hai main road pe,public,Normal,Negative
nala nahi uthaya gaya main road pe bahut dikkat ho rahi hai,sanitation,Normal,Neutral
"please help, nala drain block ho gaya hai main road pe immediate action needed",sanitation,Normal,Negative
complaint: meter faat gaya colony me please fix asap,electricity,High,Negative
road kaam adhura hai colony me,roads,High,Negative
"please help, traffic control nahi ho raha ghar ke paas please fix asap",public,Normal,Negative
"bahut problem hai, drain area ganda hai colony me",sanitation,High,Negative
complaint: drain drain block ho gaya h society me bahut dikkat ho rahi h,sanitation,Normal,Negative
"serious issue, dp meter ka issue hai ghar ke paas jaldi solve kare",electricity,High,Negative
"serious issue, parking control nahi ho raha near school bahut dikkat ho rahi hai",public,Normal,Negative
